edad,trabajo,emarital,educacion,mora,ingresos,gastos,casa,prestamo,contacto,dia,mes,duracion,campa,tdias,previo,resultado,credito
39,manager,casado,terciaria,no,1807.41,156.72,si,no,cellular,14,may,633,1,358,1,other,si
29,manager,soltero,terciaria,no,126.61,72.55,si,no,cellular,14,may,107,4,371,3,failure,no
46,manager,divorciado,terciaria,no,279.49,23.21,si,si,cellular,14,may,57,4,-1,0,NA,no
48,obrero,casado,primaria,no,297.66,288.08,si,si,cellular,14,may,307,1,177,2,failure,si
39,tecnico,soltero,secundaria,no,-182.49,147.82,si,no,cellular,14,may,64,2,-1,0,NA,no
42,obrero,soltero,primaria,no,98.71,148.45,si,no,cellular,14,may,116,4,365,1,failure,no
35,obrero,casado,primaria,no,202.49,90.09,si,no,cellular,14,may,318,3,-1,0,NA,no
30,tecnico,casado,secundaria,no,76.95,60.13,si,no,cellular,14,may,47,3,-1,0,NA,no
23,admin,soltero,secundaria,no,76.85,26.82,si,si,cellular,14,may,183,3,-1,0,NA,no
37,obrero,casado,NA,no,1022.95,42.58,si,no,cellular,14,may,343,2,-1,0,NA,no
25,estudiante,soltero,secundaria,no,1055.85,132.24,si,no,telephone,14,may,230,4,301,1,failure,no
28,admin,soltero,secundaria,no,79.23,266.15,no,no,cellular,14,may,138,2,-1,0,NA,no
42,obrero,casado,primaria,no,217.35,21.9,si,no,cellular,14,may,11,5,-1,0,NA,no
28,obrero,casado,primaria,no,299.05,346.94,si,no,cellular,14,may,155,2,-1,0,NA,no
55,retirado,casado,secundaria,no,861.4,334.8,si,no,cellular,14,may,47,1,370,2,failure,no
42,empresario,casado,secundaria,no,791.49,193.88,si,no,cellular,14,may,201,2,365,2,failure,no
33,obrero,casado,secundaria,no,764.74,85.25,si,no,cellular,14,may,72,2,370,1,failure,no
39,manager,casado,terciaria,no,1187.92,92.79,si,no,cellular,14,may,11,5,-1,0,NA,no
45,obrero,casado,primaria,no,399.85,108.41,si,no,telephone,14,may,289,3,-1,0,NA,no
43,tecnico,casado,secundaria,no,93.48,35.81,si,no,cellular,14,may,273,1,-1,0,NA,no
30,admin,soltero,secundaria,no,122.81,141.5,si,no,cellular,14,may,91,1,370,2,failure,no
40,obrero,casado,primaria,no,3793.85,79.83,si,no,cellular,14,may,23,1,332,1,failure,no
28,tecnico,soltero,terciaria,no,435.74,99.56,si,no,cellular,14,may,43,1,350,1,other,no
43,manager,casado,terciaria,no,-189.66,46.37,si,si,telephone,14,may,121,1,-1,0,NA,no
40,obrero,divorciado,secundaria,no,1016.67,24.43,no,no,cellular,14,may,449,1,-1,0,NA,si
50,manager,casado,secundaria,no,127.83,55.86,si,si,cellular,14,may,8,5,-1,0,NA,no
30,obrero,casado,secundaria,no,62.4,137.05,si,si,cellular,14,may,524,1,370,2,failure,no
37,obrero,casado,primaria,no,451.32,251.45,si,no,telephone,14,may,13,5,-1,0,NA,no
48,manager,divorciado,terciaria,no,632.53,141.28,si,no,cellular,14,may,72,1,363,2,other,no
46,obrero,casado,secundaria,no,510.11,54.94,si,no,cellular,14,may,157,4,367,1,failure,no
60,obrero,casado,secundaria,no,1469.69,231.85,si,no,cellular,14,may,112,1,370,1,failure,no
34,obrero,casado,secundaria,no,250.07,135.73,si,no,cellular,14,may,50,2,364,2,failure,no
43,empresario,casado,primaria,no,2423.54,180.1,si,si,cellular,14,may,42,1,-1,0,NA,no
41,obrero,soltero,secundaria,no,1954.16,145.58,no,si,cellular,14,may,35,1,356,10,other,no
33,obrero,soltero,secundaria,no,190.57,134.56,si,no,cellular,14,may,123,1,360,3,other,no
43,tecnico,soltero,secundaria,no,278.9,63.23,si,no,cellular,14,may,335,1,-1,0,NA,no
32,admin,casado,secundaria,no,784.76,113.03,si,no,cellular,14,may,607,3,-1,0,NA,si
30,obrero,casado,secundaria,no,-25.31,220.56,si,si,cellular,14,may,255,1,356,1,other,no
34,obrero,soltero,secundaria,no,1423.25,60.53,si,no,cellular,14,may,334,2,-1,0,NA,no
55,retirado,casado,primaria,no,-871.48,68.73,no,si,cellular,14,may,104,1,-1,0,NA,no
29,manager,casado,secundaria,no,307.93,42.75,no,no,cellular,14,may,1075,1,14,1,failure,si
35,manager,casado,terciaria,no,1259.15,24.81,si,no,cellular,14,may,235,1,352,1,other,no
40,obrero,casado,primaria,no,711.67,82.78,si,no,cellular,14,may,200,1,-1,0,NA,no
31,obrero,casado,secundaria,no,679.51,70,si,no,cellular,14,may,137,3,-1,0,NA,no
37,tecnico,divorciado,secundaria,no,6015.17,110.48,si,no,cellular,14,may,64,3,177,2,failure,no
41,obrero,casado,secundaria,no,672.19,202.72,si,no,cellular,14,may,874,1,363,1,failure,si
28,manager,soltero,terciaria,no,1101,135.51,si,no,cellular,14,may,433,1,-1,0,NA,no
31,manager,casado,terciaria,no,73.61,85.48,si,no,cellular,14,may,215,1,-1,0,NA,no
31,tecnico,soltero,secundaria,no,7654.9,200.14,no,no,cellular,14,may,287,1,276,2,failure,no
51,obrero,soltero,secundaria,no,785.16,230.87,si,no,telephone,14,may,391,1,364,1,failure,no
46,hogar,soltero,secundaria,no,263.88,175.95,si,no,cellular,14,may,93,1,350,1,other,no
57,servicios,casado,secundaria,no,44.47,301.83,si,no,cellular,14,may,16,9,282,3,other,no
28,estudiante,casado,secundaria,no,782.31,132.17,si,si,cellular,14,may,171,3,-1,0,NA,no
26,tecnico,soltero,terciaria,no,532.23,133.47,si,no,cellular,14,may,221,2,364,1,failure,no
47,admin,casado,secundaria,no,2030.23,203.14,no,si,cellular,14,may,225,1,364,1,failure,no
36,manager,casado,secundaria,no,1867.23,269.64,si,no,cellular,14,may,24,1,346,1,failure,no
28,admin,casado,secundaria,no,89.67,21.19,si,si,cellular,14,may,523,2,-1,0,NA,no
32,obrero,casado,secundaria,no,4.9,126.58,si,no,cellular,14,may,298,1,-1,0,NA,no
38,servicios,soltero,primaria,no,470.66,34.32,si,no,cellular,14,may,200,1,-1,0,NA,no
30,obrero,casado,primaria,no,166.34,158.29,si,no,telephone,14,may,93,1,-1,0,NA,no
33,tecnico,soltero,secundaria,no,801.12,132.64,si,no,cellular,14,may,234,2,-1,0,NA,no
38,obrero,casado,primaria,no,224.5,316.27,si,no,cellular,14,may,797,2,-1,0,NA,no
36,tecnico,soltero,secundaria,no,-121.6,68.46,si,no,cellular,14,may,419,1,360,4,failure,no
30,obrero,soltero,secundaria,no,-104.27,196.46,si,no,cellular,14,may,87,1,345,2,other,no
53,servicios,soltero,secundaria,no,4838.72,83.65,si,no,cellular,14,may,83,1,-1,0,NA,no
42,empresario,casado,terciaria,no,238.72,61.99,si,no,cellular,14,may,135,1,176,5,failure,no
51,manager,divorciado,terciaria,no,-187.8,267.37,si,si,cellular,14,may,97,1,-1,0,NA,no
39,admin,divorciado,secundaria,no,1150.33,367.26,si,no,cellular,14,may,128,1,-1,0,NA,no
45,empresario,casado,primaria,no,333.25,161.11,si,si,cellular,14,may,586,1,364,1,failure,no
34,manager,casado,terciaria,no,345.33,23.54,si,no,cellular,14,may,492,1,175,2,failure,si
29,admin,casado,terciaria,no,177.34,9.42,no,no,cellular,14,may,208,1,-1,0,NA,no
54,obrero,casado,primaria,no,345.63,120.65,si,no,cellular,14,may,240,1,-1,0,NA,no
27,obrero,casado,secundaria,no,1366.85,10.03,si,no,cellular,14,may,1106,1,-1,0,NA,no
31,obrero,soltero,primaria,no,637.19,104.59,si,no,cellular,14,may,703,4,-1,0,NA,no
43,tecnico,soltero,terciaria,no,338.18,116.45,si,no,telephone,14,may,151,2,360,1,other,no
39,obrero,casado,secundaria,no,361.71,5.21,si,no,cellular,14,may,506,1,-1,0,NA,no
39,obrero,casado,secundaria,no,-126.22,13.84,si,no,cellular,14,may,282,1,352,2,failure,no
32,obrero,soltero,secundaria,no,903.1,310.67,si,no,cellular,14,may,563,1,-1,0,NA,si
23,obrero,soltero,secundaria,no,1185.47,27.09,si,no,cellular,14,may,377,1,-1,0,NA,no
42,obrero,soltero,primaria,no,250.22,97.17,si,no,cellular,14,may,174,2,-1,0,NA,no
33,obrero,casado,secundaria,no,306.43,26.98,si,no,cellular,14,may,437,2,370,8,other,no
47,autoempleo,casado,terciaria,no,50.32,296.9,si,no,cellular,14,may,199,15,-1,0,NA,no
29,admin,casado,secundaria,no,1813.68,203.06,si,si,cellular,14,may,175,1,-1,0,NA,no
33,manager,casado,primaria,no,314.52,124.05,si,no,cellular,14,may,386,3,-1,0,NA,no
42,autoempleo,casado,secundaria,no,27.18,101.74,si,no,cellular,14,may,51,5,-1,0,NA,no
37,admin,divorciado,secundaria,no,211.54,135.1,si,no,cellular,14,may,233,1,-1,0,NA,no
33,obrero,soltero,primaria,no,154.23,106.48,si,no,cellular,14,may,74,1,290,2,failure,no
33,manager,soltero,terciaria,no,-76.16,55,si,no,cellular,14,may,111,1,296,3,failure,no
24,servicios,soltero,NA,no,678.57,212.89,si,no,cellular,14,may,184,1,-1,0,NA,no
58,autoempleo,casado,secundaria,no,28400.8,893.56,si,no,cellular,14,may,168,2,-1,0,NA,no
25,servicios,soltero,secundaria,no,-70.78,30.1,si,no,cellular,14,may,156,1,-1,0,NA,no
33,tecnico,soltero,secundaria,no,379.54,110.86,si,no,cellular,14,may,97,1,358,8,failure,no
31,tecnico,soltero,secundaria,no,89.44,216.37,si,no,cellular,14,may,97,1,370,1,failure,no
37,servicios,divorciado,secundaria,no,131.57,50.39,si,no,cellular,14,may,160,1,-1,0,NA,no
39,servicios,soltero,secundaria,no,1127.95,36.01,si,no,cellular,14,may,149,1,-1,0,NA,no
34,admin,casado,primaria,no,69.11,73.99,si,si,cellular,14,may,1020,1,-1,0,NA,si
34,autoempleo,soltero,terciaria,no,1370.76,445.05,si,no,cellular,14,may,202,1,-1,0,NA,no
44,hogar,casado,primaria,no,1412.93,264.58,si,si,telephone,14,may,112,2,370,2,failure,no
53,manager,casado,terciaria,no,331.59,32.92,si,no,telephone,14,may,154,2,336,2,failure,no
24,obrero,casado,primaria,no,539.12,153.3,no,no,cellular,14,may,337,2,-1,0,NA,no
36,autoempleo,divorciado,terciaria,no,1429.14,611.97,si,no,cellular,14,may,1723,1,356,2,success,si
35,estudiante,divorciado,primaria,no,2840.11,64.52,si,no,cellular,14,may,177,2,345,3,other,no
33,servicios,soltero,secundaria,no,-368.98,128.57,si,no,cellular,14,may,95,2,-1,0,NA,no
43,obrero,casado,primaria,no,556.95,174.99,si,no,cellular,14,may,246,2,370,1,other,no
58,obrero,divorciado,primaria,no,2302.7,203.88,si,no,cellular,14,may,294,2,-1,0,NA,no
52,manager,divorciado,terciaria,no,529.67,228.02,si,no,cellular,14,may,162,4,365,1,failure,no
29,admin,divorciado,secundaria,no,-180.37,63.9,si,no,cellular,14,may,406,2,-1,0,NA,si
46,obrero,casado,secundaria,no,382.89,173.49,si,no,cellular,14,may,20,2,-1,0,NA,no
34,obrero,casado,secundaria,no,320.16,89.7,si,no,cellular,14,may,115,3,-1,0,NA,no
36,obrero,divorciado,primaria,no,50.56,246.5,no,no,cellular,14,may,543,2,-1,0,NA,no
35,obrero,casado,primaria,no,534.63,40.35,si,no,cellular,14,may,73,1,-1,0,NA,no
42,hogar,soltero,primaria,no,1221.27,120.3,si,no,cellular,14,may,136,1,337,4,failure,no
39,obrero,soltero,secundaria,no,66,141.82,si,no,cellular,14,may,9,10,330,10,other,no
37,obrero,casado,secundaria,no,755.77,22.97,si,no,cellular,14,may,138,1,-1,0,NA,no
33,hogar,soltero,secundaria,no,160.2,209.39,si,no,cellular,14,may,30,6,-1,0,NA,no
45,obrero,casado,secundaria,no,1081.11,56.91,si,no,cellular,14,may,444,1,-1,0,NA,no
26,servicios,casado,secundaria,no,926.77,241.21,si,si,cellular,14,may,466,1,-1,0,NA,no
48,obrero,divorciado,secundaria,no,140.73,205.62,si,no,cellular,14,may,146,1,370,1,failure,no
33,obrero,casado,secundaria,no,324.3,125.74,si,no,cellular,14,may,7,7,287,4,failure,no
36,obrero,casado,secundaria,no,814.21,29.74,si,no,cellular,14,may,172,1,-1,0,NA,no
28,tecnico,casado,secundaria,no,132.77,129.78,si,no,cellular,14,may,16,6,351,1,failure,no
35,servicios,divorciado,secundaria,no,283.08,62.65,si,no,cellular,14,may,150,1,360,1,failure,no
27,obrero,casado,secundaria,no,-241.68,68.4,si,si,cellular,14,may,88,1,353,2,failure,no
34,admin,casado,secundaria,no,844.68,165.75,si,si,cellular,14,may,163,1,175,6,other,no
45,obrero,casado,secundaria,no,164.57,86.04,si,no,cellular,14,may,96,1,360,3,failure,no
46,obrero,divorciado,secundaria,no,1151.69,83.88,si,no,cellular,14,may,277,2,-1,0,NA,no
34,manager,soltero,terciaria,no,119.09,308.5,si,no,cellular,14,may,175,1,358,2,failure,no
31,obrero,casado,secundaria,no,578.75,10.84,si,no,cellular,14,may,22,6,-1,0,NA,no
29,tecnico,casado,terciaria,no,671.86,90.53,si,no,cellular,14,may,430,4,-1,0,NA,no
50,obrero,casado,secundaria,no,2790.04,258.12,si,no,cellular,14,may,97,2,-1,0,NA,no
52,autoempleo,casado,secundaria,no,303.35,221.73,si,no,cellular,14,may,164,2,-1,0,NA,no
35,tecnico,casado,terciaria,no,84.84,48.33,si,no,cellular,14,may,88,1,-1,0,NA,no
38,manager,casado,terciaria,no,165.88,223.32,si,no,cellular,14,may,71,1,360,10,failure,no
23,hogar,soltero,secundaria,no,709.01,40.31,si,no,cellular,14,may,136,1,367,4,failure,no
56,obrero,casado,secundaria,no,-208.89,147.69,si,si,cellular,14,may,92,1,370,2,failure,no
37,obrero,casado,primaria,no,263.44,116.11,si,no,cellular,14,may,17,6,-1,0,NA,no
36,tecnico,soltero,terciaria,no,31.17,85.12,si,no,cellular,14,may,155,2,303,3,other,no
39,obrero,soltero,primaria,no,-5.23,12.83,si,no,cellular,14,may,159,1,358,2,failure,no
25,estudiante,soltero,terciaria,no,1015.76,27.25,si,no,cellular,14,may,36,1,352,1,other,no
54,retirado,divorciado,terciaria,no,2750.4,41.79,si,no,cellular,14,may,334,1,-1,0,NA,no
35,manager,soltero,terciaria,no,513.37,21.06,si,no,cellular,14,may,107,1,265,2,failure,no
36,empresario,divorciado,secundaria,no,3053.76,391.27,si,no,cellular,14,may,104,1,-1,0,NA,no
47,obrero,casado,primaria,no,936.44,3.83,si,no,cellular,14,may,143,1,370,2,failure,no
46,obrero,casado,secundaria,no,189.72,68.46,si,no,cellular,14,may,106,1,349,1,failure,no
46,admin,casado,secundaria,no,-156.03,138.92,si,no,telephone,14,may,217,2,-1,0,NA,no
29,desempleado,casado,terciaria,no,193.13,102.38,si,no,cellular,14,may,216,1,-1,0,NA,no
32,tecnico,casado,terciaria,no,73.53,74.07,no,no,cellular,14,may,226,1,346,1,failure,no
55,servicios,soltero,secundaria,no,1161.89,111.61,si,no,telephone,14,may,166,1,-1,0,NA,no
38,obrero,casado,primaria,no,19.41,173.17,si,no,cellular,14,may,87,1,-1,0,NA,no
25,admin,soltero,secundaria,no,1303.54,82.43,si,si,cellular,14,may,64,1,349,3,failure,no
34,obrero,soltero,secundaria,no,135.39,354.94,si,no,cellular,14,may,105,1,-1,0,NA,no
34,autoempleo,soltero,NA,no,725.42,98.24,si,no,cellular,14,may,99,2,-1,0,NA,no
29,obrero,casado,secundaria,no,-234.13,2.19,si,si,cellular,14,may,130,2,-1,0,NA,no
28,obrero,casado,terciaria,no,417.93,19.2,si,no,cellular,14,may,256,1,322,3,success,no
25,admin,soltero,secundaria,no,346.64,147.24,si,no,cellular,14,may,121,1,-1,0,NA,no
47,obrero,soltero,primaria,no,203.39,44.78,si,no,cellular,14,may,285,1,330,3,other,no
50,manager,soltero,secundaria,no,4634.7,392.55,si,no,cellular,14,may,140,1,-1,0,NA,no
37,manager,casado,terciaria,no,8857.85,150.28,si,no,cellular,14,may,167,1,-1,0,NA,no
28,obrero,casado,secundaria,no,619.06,9.21,si,si,cellular,14,may,311,1,-1,0,NA,no
54,manager,divorciado,terciaria,no,-349.38,71.99,si,no,cellular,14,may,691,1,-1,0,NA,si
42,obrero,divorciado,primaria,no,1639.86,57.39,si,no,cellular,14,may,164,2,364,1,failure,no
43,servicios,casado,primaria,no,2656.1,200.11,si,no,cellular,14,may,109,1,360,2,failure,no
29,obrero,casado,secundaria,no,7898.46,97.79,si,no,cellular,14,may,1129,1,-1,0,NA,si
30,servicios,casado,secundaria,no,1289.24,26.84,si,no,cellular,14,may,444,1,-1,0,NA,no
25,servicios,soltero,secundaria,no,284.84,100.74,si,no,cellular,14,may,175,3,-1,0,NA,no
35,obrero,divorciado,secundaria,no,396.89,26.47,si,no,cellular,14,may,191,1,346,2,failure,si
54,obrero,divorciado,NA,no,-409.05,175.22,si,no,cellular,14,may,239,1,351,2,failure,no
52,obrero,casado,secundaria,no,714.93,172.73,si,no,cellular,14,may,292,1,-1,0,NA,no
55,obrero,divorciado,NA,no,1620.56,33.61,si,no,cellular,14,may,59,1,345,2,failure,no
51,obrero,casado,secundaria,no,590.05,77.95,no,no,cellular,14,may,471,1,-1,0,NA,no
32,manager,soltero,terciaria,no,565.84,227.19,si,no,cellular,14,may,182,1,339,2,failure,no
33,empresario,casado,terciaria,no,1172.03,5.76,si,no,cellular,14,may,92,3,-1,0,NA,no
40,retirado,soltero,primaria,no,-8.46,228.96,no,no,cellular,14,may,396,1,370,1,failure,no
56,retirado,divorciado,primaria,no,109.78,12.59,si,no,cellular,14,may,132,2,-1,0,NA,no
37,manager,divorciado,secundaria,no,1353.35,126.86,si,no,cellular,14,may,432,1,-1,0,NA,no
36,obrero,casado,secundaria,no,1113.64,270.25,si,no,cellular,14,may,224,4,-1,0,NA,si
37,servicios,casado,secundaria,no,6167.33,221.65,si,no,cellular,14,may,616,2,-1,0,NA,si
29,servicios,casado,secundaria,no,1082.92,80.87,si,no,cellular,14,may,50,2,-1,0,NA,no
46,admin,soltero,secundaria,no,-901.13,13.06,si,si,cellular,14,may,111,1,-1,0,NA,no
34,obrero,casado,primaria,no,207.43,28.78,si,no,cellular,14,may,685,2,-1,0,NA,no
44,autoempleo,divorciado,secundaria,no,661.38,288.34,si,no,cellular,14,may,423,3,-1,0,NA,no
34,obrero,casado,secundaria,no,424.34,330.2,no,no,cellular,14,may,134,2,-1,0,NA,no
56,admin,soltero,secundaria,no,3434.74,191.26,si,no,cellular,14,may,65,1,-1,0,NA,no
34,admin,casado,secundaria,no,430.76,74.83,si,no,cellular,14,may,551,2,-1,0,NA,no
35,tecnico,casado,secundaria,no,283.16,90.31,si,no,cellular,14,may,165,5,177,7,failure,no
37,manager,divorciado,terciaria,no,41.02,24.2,si,no,cellular,14,may,668,2,-1,0,NA,si
41,obrero,casado,secundaria,no,505.84,184.08,si,si,cellular,14,may,177,2,-1,0,NA,no
36,servicios,soltero,secundaria,no,-147.82,31.81,si,no,cellular,14,may,99,7,352,1,failure,no
33,tecnico,casado,secundaria,no,392.77,262.19,si,no,cellular,14,may,108,4,342,14,other,no
32,obrero,casado,secundaria,no,234.03,94.74,si,no,cellular,14,may,291,2,-1,0,NA,no
39,manager,divorciado,terciaria,no,191.9,99.3,no,no,cellular,14,may,170,1,-1,0,NA,no
31,manager,soltero,terciaria,no,65.5,191.15,si,si,cellular,14,may,117,3,352,3,failure,no
34,obrero,casado,secundaria,no,2520.51,120.39,si,no,cellular,14,may,330,2,-1,0,NA,no
42,servicios,casado,primaria,no,343.01,42.57,si,no,cellular,14,may,480,2,-1,0,NA,no
29,admin,soltero,secundaria,no,960.13,151.06,si,no,cellular,14,may,172,2,352,1,failure,no
48,obrero,casado,secundaria,no,405.78,166.24,si,no,cellular,14,may,24,6,-1,0,NA,no
40,obrero,casado,primaria,no,164.2,56.06,si,no,cellular,14,may,143,2,370,2,failure,no
35,obrero,soltero,primaria,no,317.68,6.66,no,no,cellular,14,may,157,2,345,5,failure,no
49,manager,divorciado,terciaria,no,1323.7,77.05,si,no,cellular,14,may,83,2,-1,0,NA,no
53,manager,casado,terciaria,no,-301.06,32.65,si,no,cellular,14,may,111,3,356,1,other,no
37,servicios,soltero,secundaria,no,986.23,289.92,no,no,cellular,14,may,553,2,-1,0,NA,no
37,obrero,casado,secundaria,no,645.32,1.8,si,no,cellular,14,may,632,1,339,2,failure,no
40,manager,soltero,terciaria,no,2332.59,184.63,si,no,cellular,14,may,115,3,287,2,failure,no
45,admin,divorciado,terciaria,no,631.53,179.03,si,no,cellular,14,may,228,1,-1,0,NA,no
34,admin,casado,secundaria,no,698.77,33.06,si,no,cellular,14,may,142,2,-1,0,NA,no
57,obrero,soltero,primaria,no,788.94,47.36,si,no,cellular,14,may,172,2,364,1,failure,no
29,tecnico,soltero,secundaria,no,1409.65,131.88,si,si,cellular,14,may,246,1,-1,0,NA,no
40,servicios,soltero,secundaria,no,639.95,68.77,si,no,cellular,14,may,329,1,-1,0,NA,no
31,obrero,soltero,secundaria,no,1029.17,96.49,si,no,cellular,14,may,479,1,346,2,success,si
31,manager,casado,terciaria,no,250.71,61.87,si,si,cellular,14,may,46,3,-1,0,NA,no
42,servicios,soltero,secundaria,no,62.78,131.56,si,no,cellular,14,may,67,7,177,1,other,no
47,manager,casado,secundaria,no,238.17,172.3,si,no,cellular,14,may,95,3,-1,0,NA,no
32,obrero,soltero,primaria,no,456.75,177.82,si,no,cellular,14,may,209,2,-1,0,NA,no
33,admin,soltero,secundaria,no,389.67,142.74,si,si,cellular,14,may,888,3,-1,0,NA,si
50,manager,casado,terciaria,no,510.27,179.74,si,no,cellular,14,may,441,3,-1,0,NA,no
31,obrero,casado,primaria,no,111.47,51.79,si,no,cellular,14,may,185,3,-1,0,NA,no
42,servicios,divorciado,secundaria,no,11234.63,314.49,si,no,cellular,14,may,229,6,373,1,other,no
60,obrero,casado,primaria,no,2210.49,211.31,no,no,telephone,14,may,213,1,-1,0,NA,no
58,admin,divorciado,secundaria,no,8621.39,422.8,si,no,cellular,14,may,175,8,-1,0,NA,no
43,obrero,casado,primaria,no,548.1,160.93,si,no,cellular,14,may,293,2,370,2,failure,no
52,tecnico,casado,terciaria,no,213.12,113.09,si,no,telephone,14,may,46,2,287,10,other,no
38,obrero,casado,secundaria,no,1471.62,151.97,si,no,cellular,14,may,169,3,174,7,failure,no
26,estudiante,soltero,primaria,no,171.01,9.71,si,no,cellular,14,may,226,2,-1,0,NA,no
31,obrero,soltero,primaria,no,961.07,167.29,si,no,telephone,14,may,113,2,-1,0,NA,no
36,obrero,casado,primaria,no,4682.11,256.79,si,no,cellular,14,may,284,7,-1,0,NA,no
49,obrero,casado,secundaria,no,1123.32,268.53,si,no,cellular,14,may,156,2,178,1,failure,no
47,admin,casado,secundaria,no,1922.98,332.17,si,si,cellular,14,may,151,4,-1,0,NA,no
31,obrero,casado,secundaria,no,183.43,199.54,si,no,telephone,14,may,68,2,-1,0,NA,no
59,obrero,casado,primaria,no,5876.66,300.79,no,no,cellular,14,may,56,2,350,2,failure,no
59,retirado,divorciado,secundaria,no,5925.37,496.19,no,no,cellular,14,may,1060,2,-1,0,NA,si
33,obrero,casado,secundaria,no,150.58,3.22,si,no,cellular,14,may,332,2,358,2,failure,no
35,obrero,casado,secundaria,no,2495.46,205.09,si,no,cellular,14,may,196,2,-1,0,NA,no
32,obrero,soltero,secundaria,si,-455.22,245.01,si,no,cellular,14,may,24,6,346,9,failure,no
29,tecnico,soltero,secundaria,no,817.61,342.4,si,si,cellular,14,may,67,3,-1,0,NA,no
38,servicios,casado,secundaria,no,7761.45,13.6,si,no,cellular,14,may,218,4,331,3,other,no
43,obrero,casado,primaria,no,82.73,192.55,si,no,cellular,14,may,131,2,370,3,other,no
29,manager,soltero,terciaria,no,39.14,193.47,si,no,cellular,14,may,164,2,-1,0,NA,no
29,tecnico,soltero,secundaria,no,147.17,38,si,si,cellular,14,may,400,2,-1,0,NA,no
28,estudiante,soltero,secundaria,no,1448.3,69.89,si,no,cellular,14,may,688,2,-1,0,NA,si
41,obrero,casado,secundaria,no,372.93,308.28,si,no,cellular,14,may,123,4,-1,0,NA,no
33,obrero,soltero,primaria,no,458.87,210.8,si,no,cellular,14,may,99,4,353,1,failure,no
36,admin,soltero,secundaria,no,993.58,121.11,si,si,cellular,14,may,362,6,-1,0,NA,no
43,obrero,casado,primaria,no,1060.64,133.05,si,no,cellular,14,may,111,2,-1,0,NA,no
29,obrero,casado,secundaria,no,125.63,121.25,si,no,cellular,14,may,444,2,366,3,failure,no
23,tecnico,soltero,secundaria,no,1637.65,223.23,si,si,cellular,14,may,502,2,-1,0,NA,no
51,obrero,casado,primaria,no,429.85,28.56,si,no,cellular,14,may,276,2,344,1,other,no
24,obrero,soltero,secundaria,no,-82.26,8.44,si,no,cellular,14,may,366,2,-1,0,NA,no
50,admin,divorciado,secundaria,no,191.02,381.77,si,si,cellular,14,may,367,2,289,19,failure,no
51,obrero,casado,secundaria,no,922.31,140.47,si,no,cellular,14,may,17,8,-1,0,NA,no
44,obrero,casado,secundaria,no,561.66,201.2,si,si,cellular,14,may,158,5,350,1,other,no
46,admin,casado,secundaria,no,230.32,89.8,si,no,telephone,14,may,29,2,-1,0,NA,no
40,obrero,casado,primaria,no,371,191.59,si,no,cellular,14,may,221,2,-1,0,NA,no
30,obrero,casado,secundaria,no,1761.44,100.39,si,no,cellular,14,may,197,3,-1,0,NA,no
40,manager,casado,terciaria,no,252.42,12.69,si,no,cellular,14,may,183,3,-1,0,NA,no
37,servicios,soltero,secundaria,no,661.32,198.38,no,no,cellular,14,may,380,3,-1,0,NA,no
36,manager,casado,terciaria,no,-237.47,126.76,si,no,cellular,14,may,113,3,-1,0,NA,no
34,obrero,casado,secundaria,no,2606.62,44.26,si,no,cellular,14,may,228,1,-1,0,NA,no
30,obrero,casado,secundaria,no,714.58,161.15,no,si,telephone,14,may,57,1,-1,0,NA,no
33,obrero,casado,NA,no,55.13,158.9,si,no,cellular,14,may,535,1,-1,0,NA,no
33,tecnico,soltero,terciaria,no,2471.2,57.2,si,no,cellular,14,may,91,1,356,2,other,no
26,obrero,soltero,primaria,no,155.74,250.43,si,no,cellular,14,may,43,3,-1,0,NA,no
28,manager,soltero,terciaria,no,371.77,4.32,si,no,cellular,14,may,265,1,-1,0,NA,no
37,obrero,casado,primaria,no,2141.95,270.48,si,si,cellular,14,may,299,1,360,2,failure,no
27,hogar,casado,primaria,no,354.65,228.76,si,no,cellular,14,may,196,2,-1,0,NA,no
27,tecnico,soltero,secundaria,no,279.16,125.96,si,no,cellular,14,may,1462,2,352,1,failure,no
38,obrero,casado,secundaria,no,1804.05,200.47,si,si,cellular,14,may,162,2,350,4,failure,no
31,obrero,casado,primaria,no,432.56,50.19,si,no,cellular,14,may,465,2,360,1,failure,no
27,tecnico,casado,secundaria,no,839.06,147.52,si,no,cellular,14,may,304,2,332,21,failure,no
40,tecnico,casado,secundaria,no,8573.19,385.87,si,si,cellular,14,may,487,2,-1,0,NA,no
35,obrero,casado,secundaria,no,1362.94,152.46,si,no,cellular,14,may,251,3,-1,0,NA,no
47,hogar,casado,primaria,no,335.82,79.97,si,no,cellular,14,may,261,3,-1,0,NA,no
55,manager,casado,primaria,no,384.13,117.96,si,no,cellular,14,may,8,4,300,5,failure,no
36,manager,casado,terciaria,no,1123.34,32.48,si,no,cellular,14,may,480,2,-1,0,NA,no
35,admin,casado,secundaria,no,131.54,205.3,si,no,cellular,14,may,171,4,-1,0,NA,no
29,admin,casado,secundaria,no,870.28,97.22,si,no,cellular,14,may,374,2,-1,0,NA,no
43,obrero,casado,secundaria,no,100.72,65.86,no,no,cellular,14,may,60,5,371,2,failure,no
31,manager,casado,terciaria,no,308.57,352.45,si,no,cellular,14,may,241,2,365,10,failure,no
47,empresario,casado,terciaria,no,-425.72,82.16,si,no,cellular,14,may,176,2,-1,0,NA,no
