edad,trabajo,emarital,educacion,mora,ingresos,gastos,inversion,casa,prestamo,contacto,dia,mes,duracion,campa,tdias,previo,resultado,credito
26,tecnico,soltero,secundaria,no,1914.08,108.62,674.8294567,no,no,cellular,2,ago,1013,3,276,2,other,no
25,tecnico,soltero,secundaria,no,119.84,29.28,1313.882498,no,no,cellular,2,ago,300,3,-1,0,NA,no
54,servicios,casado,secundaria,no,452.61,101.12,3014.070439,si,no,cellular,2,ago,155,2,-1,0,NA,no
34,manager,soltero,terciaria,no,371.08,25.75,582.4130458,no,no,cellular,2,ago,196,2,455,23,other,si
34,manager,casado,secundaria,no,431.69,103.15,973.3138656,no,no,cellular,2,ago,868,3,342,4,failure,si
59,tecnico,soltero,secundaria,no,639.44,44.46,518.1542198,no,si,NA,2,ago,25,1,-1,0,NA,no
76,hogar,casado,primaria,no,1539.05,195.16,544.1734636,no,no,cellular,2,ago,90,4,-1,0,NA,no
32,tecnico,soltero,terciaria,no,483.7,68.35,1677.169311,no,no,cellular,2,ago,100,8,95,3,success,no
65,retirado,divorciado,NA,no,353.83,320.06,1743.262383,no,no,cellular,2,ago,245,2,-1,0,NA,no
37,obrero,soltero,NA,no,948.21,105.89,1172.348973,si,no,cellular,2,ago,209,1,542,4,failure,no
55,tecnico,casado,NA,no,330.71,307.73,2231.962856,si,no,cellular,2,ago,108,3,277,1,success,si
53,admin,soltero,secundaria,no,2459.47,70.83,4217.536849,si,no,cellular,2,ago,317,1,180,2,failure,si
63,manager,casado,terciaria,no,2851.91,398.3,2177.384117,no,no,cellular,2,ago,341,2,392,3,success,si
32,desempleado,soltero,secundaria,no,8341.61,279.9,1462.313909,no,no,cellular,2,ago,486,1,286,2,failure,no
24,estudiante,soltero,secundaria,no,916.58,81.84,2815.654207,no,no,cellular,2,ago,135,7,108,8,other,no
33,estudiante,soltero,NA,no,2383.53,19.07,532.2530326,no,no,cellular,2,ago,308,1,109,4,failure,no
33,manager,casado,terciaria,no,7235.51,194.92,1988.077742,no,no,cellular,2,ago,153,4,129,4,other,no
38,tecnico,soltero,terciaria,no,1800.34,109.81,1289.291096,no,no,telephone,2,ago,141,2,185,6,other,no
37,manager,soltero,terciaria,no,118.55,281.77,1285.810668,si,no,cellular,2,ago,428,2,272,8,success,si
30,estudiante,soltero,secundaria,no,3149.28,255.96,196.5228746,no,no,cellular,2,ago,226,3,188,1,failure,no
36,tecnico,soltero,secundaria,no,1829.02,29.45,2195.0961,no,no,cellular,2,ago,258,1,-1,0,NA,no
29,estudiante,soltero,secundaria,no,1457.86,188.62,215.3011691,si,no,cellular,3,ago,248,1,446,2,success,si
29,estudiante,soltero,terciaria,no,218.8,2.31,2759.011665,no,no,cellular,3,ago,249,1,-1,0,NA,si
38,manager,casado,terciaria,no,1249.79,138.82,767.7699778,no,no,cellular,3,ago,482,1,-1,0,NA,si
34,admin,casado,terciaria,no,66.75,85.91,949.8762725,si,si,cellular,3,ago,108,2,180,7,failure,no
62,retirado,casado,secundaria,no,673.48,263.54,435.9650938,no,no,cellular,3,ago,187,2,180,6,success,si
34,tecnico,casado,secundaria,no,64.95,61.45,2422.883869,si,no,cellular,3,ago,261,1,470,2,failure,si
56,servicios,casado,secundaria,no,2025.42,105.56,3804.947871,no,no,cellular,3,ago,279,4,181,4,success,si
48,hogar,soltero,primaria,no,105.54,72.7,1955.771308,no,no,cellular,3,ago,113,2,180,1,failure,si
33,tecnico,casado,secundaria,no,1103.81,215.72,1539.311675,no,no,cellular,3,ago,326,2,340,3,failure,no
32,admin,casado,secundaria,no,255.26,56.73,819.0490704,no,no,cellular,3,ago,172,3,-1,0,NA,no
42,manager,casado,terciaria,no,431.21,92.56,819.8612464,si,no,cellular,3,ago,654,2,-1,0,NA,si
68,retirado,casado,terciaria,no,2872.5,309.85,1027.82392,no,no,cellular,3,ago,392,4,181,3,success,si
60,hogar,casado,secundaria,no,60.11,180.8,3064.216387,no,no,telephone,3,ago,676,2,181,5,failure,si
34,admin,casado,terciaria,no,203.2,133.53,1552.726392,no,si,cellular,3,ago,263,3,251,3,success,si
43,obrero,casado,primaria,no,3023.25,258.85,495.0777623,no,no,cellular,3,ago,417,2,95,1,other,si
29,manager,casado,terciaria,no,282.6,54.93,1001.03562,si,no,cellular,3,ago,1179,1,-1,0,NA,no
62,retirado,casado,secundaria,no,651.41,70.18,264.0094612,no,no,cellular,4,ago,288,1,1,8,success,si
29,manager,casado,terciaria,no,269.13,33.14,170.5256204,si,no,cellular,4,ago,453,1,1,1,failure,no
68,retirado,casado,terciaria,no,2859.18,193.21,2108.799285,no,no,cellular,4,ago,651,1,1,7,success,si
38,manager,casado,terciaria,no,1273.92,41.83,283.404121,no,no,cellular,4,ago,178,1,1,1,success,si
59,NA,casado,NA,no,1550.35,22.2,507.3352883,no,no,cellular,4,ago,248,1,182,1,other,no
63,empresario,casado,secundaria,no,3999.91,73.25,1281.294579,no,no,telephone,4,ago,250,2,187,2,success,si
48,admin,casado,secundaria,no,219.68,341.82,863.2990189,no,no,cellular,4,ago,291,1,-1,0,NA,si
30,servicios,soltero,terciaria,no,1868.31,42.9,3022.688757,no,no,cellular,4,ago,288,1,181,2,failure,si
45,admin,casado,secundaria,no,261.07,11.08,5495.696139,no,no,cellular,4,ago,180,1,92,3,success,si
78,retirado,casado,NA,no,121.8,84.81,1966.457629,no,no,telephone,4,ago,156,1,1,3,other,no
59,desempleado,casado,secundaria,no,1732.89,32.8,2014.170873,no,no,cellular,4,ago,198,1,180,2,success,si
38,manager,casado,terciaria,no,317.43,87,1193.887985,no,no,cellular,4,ago,139,1,92,3,failure,si
33,tecnico,casado,secundaria,no,1137.31,160.66,965.2898256,no,no,cellular,4,ago,87,1,1,5,failure,no
49,obrero,casado,secundaria,no,1810.06,124.66,816.2879504,si,no,cellular,4,ago,605,2,92,4,success,si
80,retirado,casado,secundaria,no,2391.42,467.41,918.6479804,no,no,telephone,4,ago,199,2,181,3,success,no
30,hogar,soltero,terciaria,no,97.41,104.22,848.5771354,no,no,cellular,4,ago,139,1,92,5,success,si
35,manager,soltero,terciaria,no,820.65,164.85,2093.520313,no,no,cellular,4,ago,91,1,1,6,other,no
35,desempleado,soltero,terciaria,no,502.65,50.09,1418.034371,no,no,cellular,4,ago,462,1,92,4,success,si
32,manager,casado,terciaria,no,1885.04,129.71,1006.023637,no,no,cellular,4,ago,296,1,182,4,other,si
93,retirado,casado,NA,no,876.17,320.26,1355.695105,no,no,cellular,4,ago,476,2,13,9,success,si
60,hogar,casado,secundaria,no,74.58,248.67,2643.74837,no,no,telephone,4,ago,153,1,1,7,success,no
30,admin,soltero,secundaria,no,3586.62,258.73,2862.979879,no,no,cellular,4,ago,250,1,92,2,failure,si
42,admin,casado,secundaria,no,681.83,59.01,394.0675541,no,no,cellular,4,ago,111,1,1,1,other,no
33,tecnico,casado,secundaria,no,251.35,29.93,1553.222627,no,no,cellular,4,ago,561,1,435,3,failure,si
48,hogar,soltero,primaria,no,111.96,70.92,1528.849826,no,no,cellular,4,ago,118,1,1,3,success,si
38,servicios,casado,secundaria,no,4103.02,289.57,1234.69208,no,no,cellular,4,ago,470,1,96,3,success,si
28,estudiante,soltero,secundaria,no,1045.25,89.16,953.1517158,no,no,telephone,4,ago,297,1,-1,0,NA,no
34,admin,casado,terciaria,no,147.62,7.03,5846.389449,no,si,cellular,4,ago,120,3,1,6,success,si
42,manager,casado,terciaria,no,431.18,236.27,2593.131375,si,no,cellular,4,ago,153,3,1,2,success,si
36,manager,casado,terciaria,no,1201.62,99.55,3428.077468,si,no,cellular,4,ago,293,1,181,2,other,si
50,manager,casado,terciaria,no,2957.54,415.74,1543.692811,no,no,cellular,5,ago,510,2,2,5,other,no
34,tecnico,casado,secundaria,no,62.14,0.87,2621.811883,si,no,cellular,5,ago,231,2,2,3,success,si
34,manager,casado,terciaria,no,1834.88,89.15,709.8427087,no,no,cellular,5,ago,329,2,181,4,failure,no
60,servicios,casado,secundaria,no,4498.41,200.66,1077.246214,no,no,cellular,5,ago,382,1,97,5,other,no
34,admin,casado,terciaria,no,155.21,17,1939.176943,si,no,cellular,5,ago,203,1,92,5,success,si
29,manager,soltero,terciaria,no,540.15,214.16,531.5042341,no,no,cellular,5,ago,504,1,92,1,success,si
38,tecnico,casado,secundaria,no,360.01,54.2,1367.784898,no,no,cellular,5,ago,274,1,182,6,success,si
53,manager,casado,terciaria,no,19018.98,476.54,8908.360913,no,no,cellular,5,ago,224,1,86,23,other,no
41,tecnico,soltero,terciaria,no,1734.76,243.03,1323.816211,si,no,cellular,5,ago,172,3,92,8,success,si
38,admin,soltero,secundaria,no,162.89,209.04,567.0629434,no,no,cellular,5,ago,250,3,182,10,failure,no
45,obrero,soltero,secundaria,no,67.57,200.79,569.9976085,no,no,cellular,5,ago,374,2,472,1,success,si
57,tecnico,divorciado,secundaria,no,522.23,14.84,1407.25504,no,no,cellular,5,ago,480,3,-1,0,NA,si
53,manager,casado,terciaria,no,3689.99,422.45,4201.519168,si,no,cellular,5,ago,306,2,181,2,other,si
56,manager,divorciado,terciaria,no,2094.09,65.98,3580.298218,no,no,cellular,5,ago,318,1,91,6,failure,si
36,servicios,casado,secundaria,no,465.05,4.25,491.8317849,no,no,cellular,5,ago,324,1,-1,0,NA,si
32,manager,soltero,terciaria,no,1151.67,336.85,4177.093658,no,no,cellular,5,ago,200,1,717,4,failure,no
33,tecnico,soltero,secundaria,no,3073.41,438.83,2282.202369,no,no,cellular,5,ago,326,2,437,1,failure,si
41,manager,casado,terciaria,no,1134.87,230.7,529.613674,no,no,cellular,5,ago,736,1,-1,0,NA,si
67,retirado,divorciado,primaria,no,1809.61,257.94,1761.409187,no,no,cellular,5,ago,134,1,-1,0,NA,no
34,admin,divorciado,secundaria,no,756.82,224.38,1641.509213,si,no,cellular,5,ago,245,2,183,10,failure,si
45,manager,casado,terciaria,no,2144.45,46.49,841.40655,no,no,cellular,5,ago,163,1,-1,0,NA,no
28,manager,soltero,terciaria,no,1610.96,326.72,1275.235995,no,no,cellular,5,ago,98,3,-1,0,NA,no
29,hogar,soltero,terciaria,no,2257.85,161.29,2106.400559,no,no,cellular,5,ago,215,1,-1,0,NA,si
34,manager,soltero,terciaria,no,459.28,176.42,3937.455146,si,no,cellular,5,ago,270,1,174,15,failure,si
21,empresario,soltero,terciaria,no,2168.27,206.12,342.7180685,no,no,cellular,5,ago,323,1,-1,0,NA,si
27,autoempleo,soltero,terciaria,no,422.62,240.46,2680.594366,no,no,cellular,6,ago,385,4,-1,0,NA,si
37,manager,casado,terciaria,no,2378.42,258.28,1458.877283,no,no,cellular,6,ago,303,2,92,4,success,si
52,hogar,casado,primaria,no,316.38,90.69,1937.441877,no,no,cellular,6,ago,137,1,-1,0,NA,no
29,admin,soltero,terciaria,no,-107.12,12.86,1183.857502,no,no,NA,6,ago,47,1,-1,0,NA,no
33,estudiante,casado,secundaria,no,1587.75,60.62,259.4553944,no,no,cellular,6,ago,258,2,178,4,success,si
45,manager,casado,secundaria,no,488.25,257.99,697.4820539,no,no,cellular,6,ago,304,3,-1,0,NA,si
61,obrero,casado,primaria,no,82.1,143.78,2343.30637,no,no,cellular,6,ago,562,2,94,3,success,si
27,tecnico,soltero,terciaria,no,480.62,91.24,1870.437239,no,no,cellular,6,ago,218,3,93,2,success,si
22,estudiante,soltero,secundaria,no,291.44,28.84,1138.419551,no,no,cellular,6,ago,178,1,179,2,success,si
37,manager,casado,secundaria,no,661.8,9.05,1433.329004,no,no,cellular,6,ago,174,1,93,3,failure,si
82,retirado,divorciado,primaria,no,82.86,97.45,789.2548393,no,no,cellular,6,ago,381,3,295,1,failure,no
42,admin,casado,terciaria,no,1602.73,98.11,825.7452699,no,no,cellular,6,ago,140,1,182,4,failure,no
45,admin,casado,secundaria,no,573.01,246.69,3435.42581,no,no,cellular,6,ago,356,1,364,1,other,si
35,admin,soltero,secundaria,no,42.02,77.76,399.2437774,no,si,cellular,6,ago,366,2,178,9,success,si
28,obrero,soltero,secundaria,no,1403.35,35.64,2390.153485,si,no,cellular,6,ago,221,2,-1,0,NA,si
32,estudiante,soltero,terciaria,no,77.43,175.01,1211.33362,no,no,cellular,6,ago,101,5,3,6,other,no
31,obrero,soltero,secundaria,no,287.53,72.69,1809.598965,no,no,cellular,6,ago,744,1,88,4,other,si
62,manager,casado,terciaria,no,1932.74,279.3,2942.020748,no,no,telephone,6,ago,245,3,-1,0,NA,si
47,manager,casado,terciaria,no,2365.09,6.25,380.0191118,no,no,telephone,6,ago,239,4,-1,0,NA,si
37,tecnico,casado,terciaria,no,4680.39,288.08,540.0373618,si,no,cellular,6,ago,323,1,91,6,failure,no
35,obrero,casado,secundaria,no,967.21,77.74,2520.578492,si,no,NA,9,ago,6,1,-1,0,NA,no
25,estudiante,soltero,secundaria,no,1105.85,19.31,2078.601085,no,no,cellular,9,ago,148,2,-1,0,NA,no
37,obrero,casado,secundaria,no,111.07,163.11,2955.312604,si,si,NA,9,ago,6,1,461,5,failure,no
71,retirado,casado,secundaria,no,2131.86,104.99,1038.275218,no,no,cellular,9,ago,370,2,291,1,failure,no
79,retirado,divorciado,secundaria,no,734.97,235.37,2848.296056,no,no,telephone,9,ago,440,5,182,3,failure,no
52,tecnico,casado,terciaria,no,49.87,260.09,655.9588608,no,no,cellular,9,ago,145,3,94,4,success,no
60,hogar,casado,primaria,no,285.13,7.27,4281.59091,no,no,cellular,9,ago,182,2,95,11,failure,no
75,retirado,casado,primaria,no,3586.67,164.15,871.3766014,no,no,telephone,9,ago,195,1,-1,0,NA,no
28,manager,soltero,terciaria,no,6909.48,244.22,2130.222553,no,no,telephone,9,ago,361,1,46,35,failure,no
55,servicios,casado,terciaria,no,2918.16,343.89,444.9682599,no,no,cellular,9,ago,305,1,91,2,other,no
57,admin,casado,NA,no,2103.55,52.02,1299.136705,no,no,cellular,9,ago,628,1,182,2,failure,si
60,tecnico,casado,secundaria,no,898.66,189.57,2329.480634,si,no,cellular,9,ago,265,1,181,8,success,si
32,servicios,casado,secundaria,no,910.65,242.48,711.1954442,si,no,NA,9,ago,39,1,-1,0,NA,no
31,obrero,casado,secundaria,no,85.3,128.82,2259.791146,si,no,NA,10,ago,97,1,782,1,other,si
26,admin,casado,secundaria,no,366.5,27.72,1211.587267,no,no,NA,10,ago,11,1,-1,0,NA,no
66,manager,casado,terciaria,no,6322.97,186.55,1833.97574,no,no,cellular,10,ago,273,2,356,10,other,no
25,estudiante,soltero,secundaria,no,394.71,308.95,1428.425478,no,no,cellular,10,ago,245,1,-1,0,NA,si
19,estudiante,soltero,NA,no,178.69,101.91,273.060738,no,no,cellular,10,ago,168,1,182,2,success,si
40,obrero,casado,secundaria,no,1624.42,186.33,471.480985,si,no,cellular,10,ago,503,1,-1,0,NA,si
44,empresario,casado,terciaria,no,189.84,60.46,568.9362448,no,no,cellular,10,ago,412,1,-1,0,NA,si
33,manager,casado,terciaria,no,1587.84,29.66,2115.392387,no,no,cellular,10,ago,447,1,728,2,failure,si
53,desempleado,casado,secundaria,no,144.55,0.06,1972.806016,no,no,cellular,10,ago,493,1,181,14,success,si
32,tecnico,casado,secundaria,no,543.91,86.1,837.3818067,no,si,cellular,10,ago,1064,1,95,3,success,si
30,tecnico,soltero,terciaria,no,2405.34,261.11,925.9775085,no,no,cellular,10,ago,263,1,127,7,failure,si
36,estudiante,soltero,NA,no,480.81,69.59,2031.95988,no,no,cellular,10,ago,304,1,181,1,success,si
56,tecnico,divorciado,secundaria,no,3533.58,238.63,1115.354008,no,no,cellular,10,ago,507,1,181,2,success,si
34,manager,casado,terciaria,no,635.47,302.22,528.8583187,no,no,cellular,10,ago,122,1,-1,0,NA,no
38,empresario,soltero,secundaria,no,2649.04,73.19,2550.143476,no,no,cellular,10,ago,223,1,414,4,failure,si
77,retirado,casado,primaria,no,2276.51,106.11,482.4217504,no,no,telephone,10,ago,365,2,187,1,success,no
22,autoempleo,soltero,secundaria,no,2220.51,181.48,3654.999724,no,si,cellular,10,ago,164,1,109,2,other,si
34,tecnico,soltero,secundaria,no,2138.66,27.36,2894.523302,no,no,cellular,10,ago,356,3,182,2,success,si
46,autoempleo,divorciado,secundaria,no,74.89,135.53,2009.42751,no,no,NA,10,ago,6,1,-1,0,NA,no
29,admin,soltero,secundaria,no,554.77,5.61,415.7906605,no,no,cellular,10,ago,317,2,518,1,failure,si
29,obrero,soltero,terciaria,no,165.77,180.34,1455.019371,no,no,cellular,10,ago,170,2,-1,0,NA,no
61,retirado,casado,secundaria,no,1875.11,207.98,919.3225051,no,no,telephone,10,ago,520,1,181,2,success,si
62,obrero,casado,secundaria,no,328.84,29.66,1716.043483,no,no,cellular,11,ago,146,1,286,2,failure,si
55,tecnico,casado,secundaria,no,10269.98,306.94,1194.819919,no,no,cellular,11,ago,248,1,180,4,success,no
24,estudiante,soltero,secundaria,no,2024.83,287.13,1191.045504,no,no,cellular,11,ago,1363,1,-1,0,NA,si
28,servicios,soltero,secundaria,no,978.8,193.52,465.0168171,no,no,NA,11,ago,61,1,-1,0,NA,no
65,empresario,casado,terciaria,no,2391.37,141.98,289.0974106,no,no,telephone,11,ago,425,1,183,2,success,si
70,retirado,casado,primaria,no,380.83,117.33,522.2519968,no,no,cellular,11,ago,632,1,308,6,other,si
60,tecnico,casado,secundaria,no,156.35,276.89,430.6088395,no,no,cellular,11,ago,329,2,181,8,success,si
30,estudiante,soltero,secundaria,no,1862.03,132.69,1186.303979,no,no,cellular,11,ago,233,1,433,1,success,si
51,manager,casado,terciaria,no,408.67,86.36,1211.649239,no,no,cellular,11,ago,237,1,180,6,success,si
36,autoempleo,soltero,terciaria,no,427.26,187.57,1806.144443,no,no,cellular,11,ago,361,2,181,2,success,si
42,manager,casado,terciaria,no,27759.3,1047.78,11041.99503,no,no,cellular,11,ago,370,1,91,7,success,si
58,manager,casado,secundaria,no,2223.22,414.5,723.6786224,no,si,cellular,11,ago,248,2,182,7,success,si
30,admin,casado,secundaria,no,664.67,239.76,1417.356215,no,no,cellular,11,ago,443,3,-1,0,NA,no
35,admin,casado,secundaria,no,2428.99,28.74,2890.463336,si,no,cellular,11,ago,765,2,183,5,success,si
35,tecnico,soltero,secundaria,no,1001.56,189.17,1091.545816,si,no,cellular,11,ago,159,2,286,6,failure,no
35,tecnico,casado,terciaria,no,7122.24,112.86,2911.891946,no,no,cellular,11,ago,222,3,182,4,success,si
43,obrero,casado,secundaria,no,494.07,135.08,585.1559239,si,no,cellular,12,ago,235,2,182,4,success,si
34,tecnico,soltero,secundaria,no,1386.6,4.87,941.6768853,no,no,cellular,12,ago,176,1,21,6,failure,no
77,retirado,casado,primaria,no,2660.75,145.42,3153.178712,no,no,telephone,12,ago,345,1,178,20,failure,si
34,obrero,casado,secundaria,no,384.67,249.94,1547.648613,si,no,cellular,12,ago,352,1,828,2,failure,si
35,obrero,casado,secundaria,no,1551.96,271.28,721.009523,si,no,cellular,12,ago,323,1,182,4,success,si
39,obrero,casado,secundaria,no,1424.29,72.33,1229.035023,si,no,cellular,12,ago,357,1,182,2,success,si
32,estudiante,soltero,NA,no,479.05,55.36,240.3670388,no,no,cellular,12,ago,192,1,91,5,failure,no
75,retirado,casado,secundaria,no,336.05,109.9,589.0342036,no,no,cellular,12,ago,350,1,182,2,success,si
29,manager,soltero,terciaria,no,366.45,236.36,1386.082798,no,no,cellular,12,ago,176,1,185,1,failure,no
35,autoempleo,casado,terciaria,no,2506.11,251.26,1482.211244,no,no,cellular,12,ago,175,3,31,10,success,si
41,admin,casado,secundaria,no,2562.35,262.78,2549.522248,no,no,cellular,12,ago,411,1,-1,0,NA,si
25,estudiante,soltero,NA,no,1068.9,137.96,1999.584823,no,no,cellular,12,ago,361,1,-1,0,NA,si
51,obrero,casado,secundaria,no,2079.99,175.16,2437.093011,si,no,cellular,12,ago,1226,3,-1,0,NA,si
48,desempleado,casado,secundaria,no,1007.2,237.35,597.7991723,no,no,cellular,12,ago,504,2,178,10,success,si
28,manager,soltero,terciaria,no,11.26,153.88,853.1896198,no,no,NA,12,ago,17,1,-1,0,NA,no
26,desempleado,soltero,secundaria,no,675.56,239.48,1390.168434,no,no,cellular,12,ago,312,3,181,1,success,si
27,autoempleo,soltero,terciaria,no,4618.01,114.93,1280.874888,no,no,cellular,12,ago,187,2,-1,0,NA,no
55,NA,casado,secundaria,no,2259.57,33.34,7467.238088,no,no,cellular,12,ago,265,1,91,5,success,si
27,estudiante,soltero,NA,no,686.33,349.45,1186.510314,no,no,cellular,12,ago,126,1,524,1,failure,no
44,tecnico,divorciado,secundaria,no,356.15,108.51,804.1315199,si,no,NA,12,ago,18,1,651,1,success,no
44,manager,casado,terciaria,no,1881.66,74.33,291.252107,no,no,telephone,12,ago,201,1,182,2,success,si
31,manager,casado,terciaria,no,7057.77,363.29,1222.025475,no,no,cellular,12,ago,157,2,-1,0,NA,no
49,servicios,casado,primaria,no,1907.26,150.7,785.6515668,si,no,cellular,13,ago,261,1,179,1,success,si
29,autoempleo,soltero,terciaria,no,889.71,127.8,567.4684567,no,no,NA,13,ago,461,1,-1,0,NA,si
67,hogar,divorciado,secundaria,no,5378.53,78.16,997.8228111,no,no,cellular,13,ago,222,4,-1,0,NA,si
42,admin,divorciado,secundaria,no,2191.54,39.63,1303.054679,no,no,cellular,13,ago,633,1,182,2,other,si
48,tecnico,soltero,secundaria,no,498.26,204.36,1185.010027,no,no,cellular,13,ago,183,1,-1,0,NA,no
50,tecnico,divorciado,secundaria,no,57.04,44.39,1874.950114,si,no,cellular,13,ago,120,2,91,6,failure,no
58,admin,casado,secundaria,no,222.98,214.76,1614.657653,no,no,cellular,13,ago,880,1,92,8,success,si
35,manager,casado,terciaria,no,2799.58,31.71,3555.2817,no,no,cellular,13,ago,394,6,-1,0,NA,si
45,manager,casado,terciaria,no,285.85,240.18,618.8089705,si,no,cellular,13,ago,177,6,179,10,success,si
30,tecnico,soltero,secundaria,no,75.8,501.18,285.7106503,no,no,cellular,13,ago,173,4,562,1,failure,no
30,servicios,soltero,secundaria,no,147.27,160.28,2709.603469,no,no,NA,13,ago,75,1,-1,0,NA,no
37,tecnico,casado,terciaria,no,431.25,192.11,2254.528648,no,no,cellular,13,ago,287,3,182,3,success,si
35,manager,divorciado,terciaria,no,2940.72,212.81,453.9175996,no,no,cellular,13,ago,199,3,43,8,other,si
28,admin,soltero,secundaria,no,1417.71,16.53,786.4674849,no,no,cellular,13,ago,166,1,78,2,failure,no
24,estudiante,soltero,secundaria,no,1787.77,235.13,2471.419635,no,no,cellular,13,ago,161,4,-1,0,NA,no
34,manager,soltero,secundaria,no,593.27,16.25,1895.634842,no,no,NA,13,ago,9,1,-1,0,NA,no
61,retirado,casado,secundaria,no,606.37,238.34,2183.640507,no,no,cellular,13,ago,211,3,183,4,success,si
34,servicios,casado,secundaria,no,-24.16,37.48,1926.790972,no,no,NA,13,ago,12,1,-1,0,NA,no
60,tecnico,divorciado,secundaria,no,459.05,64.83,131.327606,no,no,cellular,16,ago,318,2,-1,0,NA,si
39,admin,casado,secundaria,no,105.75,9.51,3423.184819,si,no,cellular,16,ago,143,2,371,6,failure,no
30,admin,soltero,secundaria,no,204.68,38.08,1507.395325,si,no,cellular,16,ago,140,3,116,1,other,no
60,servicios,casado,terciaria,no,4296.66,521.81,837.6273963,si,no,cellular,16,ago,239,3,761,1,other,si
29,tecnico,soltero,secundaria,no,212.32,90.75,2332.853215,no,no,cellular,16,ago,159,2,185,6,success,no
33,tecnico,casado,secundaria,no,544.27,344,596.3958844,si,no,cellular,16,ago,205,3,182,9,success,si
25,servicios,soltero,secundaria,no,313.68,245.9,2903.514341,no,no,cellular,16,ago,111,2,95,3,other,no
29,manager,soltero,terciaria,no,1725.47,80.09,550.0325417,no,no,cellular,16,ago,200,2,159,3,other,no
27,obrero,soltero,secundaria,no,596.6,103.09,1070.32247,no,no,cellular,16,ago,265,3,95,4,success,si
24,estudiante,soltero,terciaria,no,1632.99,32.14,2643.182138,no,no,cellular,16,ago,98,3,111,5,other,no
27,admin,soltero,secundaria,no,472.33,49.97,252.8614137,no,no,NA,17,ago,8,1,-1,0,NA,no
36,empresario,casado,secundaria,no,-221.21,10.42,2020.687544,no,no,NA,17,ago,6,1,-1,0,NA,no
53,admin,casado,secundaria,no,1355.04,218.02,3093.2916,no,no,cellular,17,ago,128,4,-1,0,NA,no
65,retirado,casado,primaria,no,1867.37,148.8,1616.369793,no,no,cellular,18,ago,855,4,-1,0,NA,si
37,manager,soltero,terciaria,no,752.29,241.62,944.969962,no,no,cellular,18,ago,95,3,174,5,failure,no
61,retirado,casado,terciaria,no,5309.44,332.29,701.5840095,no,no,cellular,18,ago,212,7,188,3,success,no
24,estudiante,soltero,secundaria,no,485.02,195.02,870.4038703,no,no,cellular,19,ago,418,11,185,5,success,si
32,estudiante,soltero,secundaria,no,125.34,211.43,397.4698554,no,no,cellular,19,ago,144,3,136,1,other,no
61,obrero,casado,secundaria,no,721.87,139.7,822.9043839,si,no,telephone,19,ago,173,6,492,2,failure,no
30,tecnico,soltero,secundaria,no,123.51,91.96,2766.001659,no,no,NA,20,ago,45,1,-1,0,NA,no
30,admin,soltero,secundaria,no,128.48,49.84,2884.92319,no,no,NA,20,ago,107,1,-1,0,NA,no
23,admin,soltero,secundaria,no,446.4,41.45,1199.840946,no,no,NA,20,ago,22,1,-1,0,NA,no
21,estudiante,soltero,secundaria,no,765.32,22.98,4811.09234,no,no,NA,20,ago,6,1,-1,0,NA,no
22,servicios,soltero,NA,no,783.71,123.29,384.2949186,no,no,NA,20,ago,4,1,-1,0,NA,no
26,estudiante,soltero,secundaria,no,1037.78,133.64,974.6547809,no,no,NA,21,ago,11,1,304,1,other,no
48,admin,divorciado,secundaria,no,1146.94,207.83,1842.871756,no,si,NA,22,ago,11,1,-1,0,NA,no
40,manager,soltero,terciaria,no,59.97,164.02,1370.450764,no,si,NA,22,ago,4,1,-1,0,NA,no
34,tecnico,soltero,terciaria,no,2588.8,203.41,3644.550969,no,no,cellular,23,ago,220,16,192,14,other,no
21,estudiante,soltero,primaria,no,356.39,133.41,1359.093126,no,no,NA,24,ago,11,1,-1,0,NA,no
28,servicios,soltero,secundaria,no,2751.44,11.35,2638.909176,no,si,NA,24,ago,5,1,-1,0,NA,no
29,estudiante,soltero,secundaria,no,1209.39,133.29,373.919226,no,no,NA,24,ago,26,1,-1,0,NA,no
29,admin,casado,secundaria,no,2009.03,95.59,3132.315547,no,no,NA,25,ago,6,1,-1,0,NA,no
35,admin,casado,secundaria,no,2423.61,49.09,1805.099421,si,no,NA,25,ago,5,1,14,7,success,no
38,obrero,soltero,primaria,no,529.87,140.66,6936.255638,si,si,NA,25,ago,17,1,-1,0,NA,no
23,estudiante,soltero,secundaria,no,127.61,161.43,1368.827352,no,no,NA,27,ago,4,1,-1,0,NA,no
45,servicios,soltero,secundaria,no,1039.84,115.88,518.0067225,no,no,NA,27,ago,3785,1,-1,0,NA,no
20,estudiante,soltero,primaria,no,899.58,29.11,1740.035071,no,no,NA,28,ago,27,1,-1,0,NA,no
30,obrero,casado,primaria,no,171.87,179.69,1946.881151,si,no,NA,28,ago,5,1,775,2,other,no
23,manager,soltero,terciaria,no,436.74,88.46,2763.961273,no,no,NA,28,ago,7,1,-1,0,NA,no
27,estudiante,soltero,primaria,si,132.59,239.78,1728.767989,no,no,NA,28,ago,8,1,-1,0,NA,no
34,empresario,casado,secundaria,no,4715.95,188.61,1283.056611,si,no,NA,30,ago,28,1,-1,0,NA,no
57,retirado,casado,terciaria,no,1345.38,190.75,1535.649595,no,no,cellular,31,ago,1120,1,-1,0,NA,si
36,manager,casado,terciaria,no,5439.39,191.33,2464.641851,no,no,cellular,31,ago,324,1,455,2,failure,no
